CoreID,Sample,Red,Green,Blue,l,a,b
ERMSTANCADA_a,1111.586,143,113,85,73.719,4.387,15.861
ERMSTANCADA_a,1111.656,144,113,85,73.764,4.716,15.938
ERMSTANCADA_a,1111.726,142,112,84,73.465,4.412,15.967
ERMSTANCADA_a,1111.796,141,111,84,73.212,4.641,15.537
ERMSTANCADA_a,1111.866,142,112,84,73.465,4.412,15.967
ERMSTANCADA_a,1111.936,142,111,83,73.254,4.769,16.153
ERMSTANCADA_a,1112.006,140,109,81,72.739,4.824,16.376
ERMSTANCADA_a,1112.076,141,110,82,72.998,4.796,16.264
ERMSTANCADA_a,1112.146,142,112,85,73.468,4.615,15.433
ERMSTANCADA_a,1112.216,141,112,84,73.42,4.08,15.89
ERMSTANCADA_a,1112.286,141,112,84,73.42,4.08,15.89
ERMSTANCADA_a,1112.356,142,113,85,73.674,4.057,15.784
ERMSTANCADA_a,1112.426,142,114,87,73.886,3.908,15.076
ERMSTANCADA_a,1112.496,143,114,87,73.93,4.237,15.153
ERMSTANCADA_a,1112.567,145,116,88,74.429,3.991,15.476
ERMSTANCADA_a,1112.637,145,115,86,74.221,4.139,16.179
ERMSTANCADA_a,1112.707,145,115,86,74.221,4.139,16.179
ERMSTANCADA_a,1112.777,142,111,84,73.257,4.973,15.615
ERMSTANCADA_a,1112.847,138,109,83,72.653,4.565,15.128
ERMSTANCADA_a,1112.917,134,106,81,71.824,4.513,14.815
ERMSTANCADA_a,1112.987,137,108,82,72.393,4.591,15.233
ERMSTANCADA_a,1113.057,139,109,82,72.696,4.695,15.75
ERMSTANCADA_a,1113.127,139,109,81,72.694,4.488,16.298
ERMSTANCADA_a,1113.197,138,108,80,72.433,4.514,16.412
ERMSTANCADA_a,1113.267,137,108,80,72.387,4.174,16.332
ERMSTANCADA_a,1113.337,138,109,81,72.648,4.15,16.219
ERMSTANCADA_a,1113.407,139,110,81,72.904,3.92,16.655
ERMSTANCADA_a,1113.477,139,110,82,72.907,4.126,16.107
ERMSTANCADA_a,1113.547,138,109,82,72.651,4.358,15.671
ERMSTANCADA_a,1113.617,136,108,81,72.344,4.043,15.701
ERMSTANCADA_a,1113.687,137,108,81,72.39,4.383,15.78
ERMSTANCADA_a,1113.757,138,110,82,72.861,3.79,16.029
ERMSTANCADA_a,1113.827,141,111,82,73.206,4.232,16.618
ERMSTANCADA_a,1113.897,141,112,84,73.42,4.08,15.89
ERMSTANCADA_a,1113.967,139,111,83,73.119,3.768,15.919
ERMSTANCADA_a,1114.038,138,110,84,72.867,4.203,14.947
ERMSTANCADA_a,1114.108,139,110,84,72.912,4.539,15.025
ERMSTANCADA_a,1114.178,138,110,83,72.864,3.997,15.486
ERMSTANCADA_a,1114.248,136,108,82,72.347,4.252,15.154
ERMSTANCADA_a,1114.318,139,110,82,72.907,4.126,16.107
ERMSTANCADA_a,1114.388,140,111,84,73.167,4.308,15.459
ERMSTANCADA_a,1114.458,144,114,86,73.972,4.363,15.756
